id_,ward,beds,baths,DEN,size,parking,exposure,D_mkt,building_age,maint,price,lt,lg,region
398314,W10,1.0,1,YES,0-499 sqft,N,S,0.0,13,655.0,519000.0,43.673670619587824,-79.36592890908757,2
980829,W10,3.0,2,No,4000+ sqft,N,We,0.0,6,2695.0,3375000.0,43.65475231170774,-79.42086722991698,4
443648,W10,1.0,1,No,0-499 sqft,N,S,20.0,6,313.0,479000.0,43.66057326204063,-79.42365517125097,4
369486,W10,1.0,1,YES,500-999 sqft,Yes,We,0.0,23,544.0,801000.0,43.66378572312112,-79.39848968461374,24
885708,W10,2.0,2,No,500-999 sqft,Yes,No,10.0,13,613.0,554000.0,43.665959517037365,-79.41156647194497,12
320992,W10,,2,YES,500-999 sqft,Yes,We,17.0,1,928.0,870000.0,43.65816920109085,-79.40050421035791,22
808929,W13,2.0,2,No,0-499 sqft,Yes,E,1.0,1,355.0,481000.0,43.64332449992787,-79.3691002777405,6
284072,W10,1.0,2,No,500-999 sqft,Yes,S,8.0,5,640.0,893000.0,43.6766154370067,-79.36583437338606,20
378907,W10,2.0,2,No,0-499 sqft,Yes,S,7.0,0,447.0,587000.0,43.67059043034251,-79.42739216752224,21
949128,W10,1.0,1,No,500-999 sqft,Yes,No,35.0,0,837.0,743000.0,43.67475081400693,-79.37623708616967,8
391876,W13,1.0,1,YES,500-999 sqft,N,E,4.0,16,527.0,592000.0,43.64814750704555,-79.35819729900155,11
486176,W13,0.0,1,No,0-499 sqft,Yes,S,4.0,8,286.0,329000.0,43.64916352138561,-79.36381307591014,6
169827,W10,2.0,3,No,500-999 sqft,N,No,18.0,8,935.0,687000.0,43.65977551875168,-79.41904501309928,4
321231,W11,1.0,2,No,500-999 sqft,Yes,E,,11,495.0,584000.0,43.66512414372812,-79.38557629582986,24
314658,W13,2.0,2,YES,1000-1499 sqft,Yes,No,,35,1223.0,1263000.0,43.64137151989656,-79.40193017287494,23
988030,W10,1.0,1,No,500-999 sqft,Yes,E,15.0,0,622.0,615000.0,43.68339104602382,-79.38304119847066,14
485020,W13,2.0,2,No,1000-1499 sqft,Yes,No,11.0,19,1635.0,1798000.0,43.648623486882016,-79.39551498295693,9
197586,W10,2.0,2,No,500-999 sqft,N,E,38.0,13,475.0,686000.0,43.66286993885427,-79.40373911150381,22
725942,W10,2.0,1,No,500-999 sqft,Yes,We,3.0,2,867.0,1200000.0,43.67500200654325,-79.37658032289457,8
536423,W10,2.0,1,No,500-999 sqft,N,S,13.0,11,1242.0,1227000.0,43.69157915038458,-79.37513930329175,5
329660,W11,2.0,2,No,500-999 sqft,Yes,No,23.0,18,654.0,,43.65226685658996,-79.36507083175088,6
123314,W13,1.0,1,No,500-999 sqft,N,E,1.0,7,300.0,462000.0,43.63305679660868,-79.42645585244166,0
200069,W13,2.0,1,No,500-999 sqft,Yes,S,5.0,7,778.0,715000.0,43.64691805685312,-79.39870099340428,9
146397,W11,2.0,2,No,2000-2499 sqft,N,No,42.0,1,2159.0,3330000.0,43.65985692750736,-79.3821830790367,19
720223,W10,1.0,1,YES,500-999 sqft,N,No,7.0,6,478.0,579000.0,43.65442784746863,-79.42112103085918,4
590087,W10,1.0,1,YES,0-499 sqft,Yes,E,74.0,5,590.0,568000.0,43.67021309638935,-79.39078756184747,1
630572,W10,1.0,1,No,500-999 sqft,Yes,S,16.0,7,634.0,754000.0,43.674799104941286,-79.38826881742602,1
344552,W10,1.0,1,YES,500-999 sqft,Yes,We,19.0,20,628.0,642000.0,43.6679168534807,-79.39402491956206,24
925803,W10,0.0,1,No,500-999 sqft,N,E,16.0,1,501.0,483000.0,43.65351476492786,-79.40619751349483,22
827055,W10,1.0,1,YES,500-999 sqft,N,No,13.0,0,466.0,596000.0,43.68665231781704,-79.37595793397792,5
262483,W13,1.0,1,YES,0-499 sqft,N,E,13.0,3,416.0,532000.0,43.63927326420397,-79.3988283135617,3
800506,W10,1.0,1,No,0-499 sqft,Yes,E,12.0,2,489.0,631000.0,43.67125752551711,-79.38783303445244,1
238907,W13,2.0,1,No,500-999 sqft,Yes,S,1.0,0,454.0,565000.0,43.64131335211749,-79.41470441949821,7
881231,W11,0.0,1,No,0-499 sqft,Yes,We,28.0,13,324.0,499000.0,43.66958732485045,-79.37890937000908,8
424401,W13,2.0,3,No,1000-1499 sqft,N,No,,21,1273.0,1635000.0,43.620623005680926,-79.39522530274053,13
366642,W10,1.0,1,YES,500-999 sqft,Yes,E,19.0,8,422.0,500000.0,43.68076707182434,-79.37711990921991,5
354241,W13,,1,YES,500-999 sqft,Yes,S,19.0,4,452.0,652000.0,43.65314138672706,-79.38629095337357,10
884851,W10,2.0,2,No,1000-1499 sqft,Yes,No,16.0,12,864.0,1007000.0,43.670514353932745,-79.40617648490861,12
600288,W11,2.0,2,No,1500-1999 sqft,Yes,No,29.0,34,1409.0,1729000.0,43.66391354446156,-79.36837936117182,2
544328,W10,1.0,1,No,,Yes,No,18.0,3,416.0,443000.0,43.67068831523745,-79.38114654489661,8
611995,W13,2.0,2,No,500-999 sqft,Yes,E,2.0,1,1027.0,1051000.0,43.63699073981507,-79.39409932113601,3
496194,W10,1.0,1,No,500-999 sqft,Yes,S,11.0,8,657.0,890000.0,43.67951398018115,-79.37663248250634,20
831550,W10,1.0,1,YES,500-999 sqft,N,S,24.0,6,746.0,784000.0,43.65894054110656,-79.40296290170441,22
611246,W13,1.0,1,YES,500-999 sqft,Yes,E,11.0,2,681.0,849000.0,43.62980631190003,-79.41199697443565,7
466403,W13,2.0,2,No,500-999 sqft,Yes,S,19.0,2,1491.0,1581000.0,43.64459439577633,-79.37827764264473,18
257225,W10,1.0,1,No,500-999 sqft,N,No,6.0,4,307.0,505000.0,43.67353882319874,-79.40837470876306,12
775660,W13,1.0,1,YES,500-999 sqft,Yes,We,19.0,33,780.0,802000.0,43.63483274290188,-79.41605565967072,7
377618,W10,1.0,1,YES,500-999 sqft,Yes,No,16.0,20,435.0,649000.0,43.671117982256725,-79.39588382585703,1
623251,W13,1.0,1,No,0-499 sqft,Yes,S,6.0,4,374.0,456000.0,43.641421727372254,-79.39280402752975,3
231306,W10,3.0,3,No,2000-2499 sqft,Yes,S,3.0,5,1574.0,2144000.0,43.67322808736056,-79.39559256152438,1
433159,W13,2.0,2,YES,2000-2499 sqft,N,S,17.0,5,2070.0,2773000.0,43.64099738550655,-79.39228224804748,3
211550,W10,1.0,2,No,500-999 sqft,Yes,S,3.0,13,798.0,597000.0,43.66464930681676,-79.41507385186962,4
801228,W11,1.0,1,YES,,N,E,11.0,2,505.0,622000.0,43.665872400749926,-79.38093822009262,8
782745,W10,1.0,1,No,0-499 sqft,Yes,S,3.0,21,515.0,574000.0,43.6821158056616,-79.36890539011725,20
192115,W10,1.0,2,No,500-999 sqft,Yes,We,12.0,3,705.0,833000.0,43.66242954677124,-79.420234533348,4
364955,W13,1.0,1,No,500-999 sqft,Yes,We,3.0,9,1653.0,926000.0,43.64826296984481,-79.41264899803973,17
212762,W10,2.0,2,YES,2500-2999 sqft,N,E,44.0,13,2103.0,2656000.0,43.65307391979833,-79.41335050990129,17
321086,W13,2.0,2,No,500-999 sqft,N,We,45.0,20,351.0,592000.0,43.65231148965787,-79.3523139146128,11
955465,W10,3.0,3,No,500-999 sqft,Yes,E,1.0,39,1438.0,1562000.0,43.67208982937023,-79.3664712361451,2
925391,W10,3.0,2,No,5500-3999 sqft,Yes,No,5.0,9,2254.0,3667000.0,43.68932993375537,-79.36533489506684,15
637036,W10,1.0,1,No,500-999 sqft,N,S,23.0,69,552.0,575000.0,43.66379856866116,-79.39096409546465,24
639923,W13,3.0,2,No,1000-1499 sqft,Yes,S,7.0,4,1514.0,1950000.0,43.63465017480799,-79.41959129510134,0
797131,W10,1.0,1,YES,500-999 sqft,Yes,E,57.0,2,520.0,729000.0,43.66422097948241,-79.39435753878705,24
201471,W13,2.0,2,No,1500-1999 sqft,Yes,No,4.0,0,,2179000.0,43.63214948631854,-79.42243640241826,0
517404,W10,0.0,1,No,0-499 sqft,Yes,No,1.0,9,296.0,355000.0,43.65739107763181,-79.40075527785294,22
858735,W13,1.0,1,YES,500-999 sqft,Yes,No,21.0,2,605.0,618000.0,43.64196356068921,-79.37546245578497,18
848164,W13,1.0,1,No,500-999 sqft,Yes,No,9.0,5,464.0,707000.0,43.64591435121377,-79.41653322523524,17
643710,W10,2.0,2,YES,1500-1999 sqft,N,We,2.0,1,1806.0,1230000.0,43.670941844761714,-79.39230200413104,1
396071,W10,1.0,1,YES,500-999 sqft,N,We,2.0,3,564.0,559000.0,43.691315135359936,-79.38794954452405,14
370804,W10,2.0,2,No,0-499 sqft,N,We,3.0,13,435.0,567000.0,43.66843136087094,-79.4170382637716,21
300818,W10,2.0,2,No,1000-1499 sqft,N,We,25.0,2,2153.0,1808000.0,43.68274035827897,-79.37858505607942,5
339720,W10,1.0,1,No,500-999 sqft,Yes,We,21.0,13,807.0,708000.0,43.6732503599309,-79.38290222035288,8
105836,W13,0.0,1,No,0-499 sqft,N,We,39.0,13,441.0,372000.0,43.64345180381688,-79.38727259086588,3
552057,W10,2.0,2,YES,2000-2499 sqft,Yes,S,4.0,6,2217.0,1931000.0,43.68710622350635,-79.38622423696977,14
110468,W10,1.0,1,No,500-999 sqft,N,S,0.0,31,338.0,482000.0,43.6796979596683,-79.36588098272351,20
459846,W11,2.0,2,No,1000-1499 sqft,N,No,0.0,4,1074.0,1161000.0,43.65828832605637,-79.37282578571197,19
207121,W13,2.0,2,No,0-499 sqft,Yes,No,9.0,1,541.0,522000.0,43.63664609380845,-79.40749061325397,7
355142,W10,2.0,2,No,0-499 sqft,N,E,41.0,10,568.0,637000.0,43.67313609399377,-79.37940116273361,8
953615,W13,1.0,1,No,0-499 sqft,N,E,8.0,6,621.0,533000.0,43.64388852784052,-79.39234555444176,3
975159,W10,2.0,2,No,1000-1499 sqft,Yes,No,16.0,5,1052.0,1379000.0,43.6822570503947,-79.3735612539911,20
986101,W13,1.0,1,No,0-499 sqft,Yes,S,2.0,4,441.0,408000.0,43.64510388846598,-79.41605081137267,17
823985,W13,2.0,2,YES,500-999 sqft,Yes,E,3.0,1,604.0,693000.0,43.65068545031996,-79.40106200855641,9
681357,W11,1.0,1,YES,500-999 sqft,Yes,We,20.0,0,524.0,771000.0,43.66138488378592,-79.35936589944842,16
872888,W10,1.0,1,No,500-999 sqft,Yes,S,2.0,2,512.0,609000.0,43.658687202761456,-79.41974509793883,4
356179,W13,3.0,2,No,1000-1499 sqft,Yes,S,8.0,9,1433.0,1289000.0,43.64970717513672,-79.40000912090566,9
403120,W10,0.0,1,No,0-499 sqft,Yes,We,34.0,35,252.0,364000.0,43.66492183553956,-79.39571537655694,24
337657,W10,1.0,1,No,500-999 sqft,Yes,We,4.0,6,527.0,551000.0,43.67497272850737,-79.38950521052135,1
655561,W13,2.0,1,No,500-999 sqft,Yes,E,26.0,36,467.0,607000.0,43.638544973929335,-79.41394670993802,7
940762,W10,1.0,1,YES,500-999 sqft,Yes,We,3.0,7,722.0,790000.0,43.66307013239387,-79.41873862746822,4
615678,W10,1.0,1,No,500-999 sqft,N,E,21.0,4,457.0,,43.677606873709095,-79.38857848784379,14
748387,W10,1.0,1,No,500-999 sqft,N,S,67.0,2,461.0,636000.0,43.67540184936068,-79.39705390939656,1
268748,W10,1.0,1,YES,500-999 sqft,Yes,S,8.0,7,614.0,704000.0,43.67699705661968,-79.37309549306559,20
577894,W10,1.0,1,No,0-499 sqft,Yes,S,11.0,20,287.0,542000.0,43.66574657956243,-79.39463757562713,24
912228,W10,2.0,2,YES,1000-1499 sqft,N,S,11.0,3,1748.0,1703000.0,43.68967814200801,-79.38329695237583,5
496138,W11,2.0,2,No,500-999 sqft,Yes,S,32.0,7,1264.0,1187000.0,43.658366015188975,-79.35892446703245,16
303497,W11,2.0,2,YES,1500-1999 sqft,Yes,No,15.0,8,1562.0,1896000.0,43.66617196155378,-79.37453005999411,19
183991,W11,1.0,1,YES,500-999 sqft,N,S,6.0,13,674.0,863000.0,43.66111334113434,-79.37786004457254,19
764859,W13,1.0,1,No,0-499 sqft,Yes,No,15.0,13,453.0,475000.0,43.64914443901541,-79.35187555343965,11
562745,W10,1.0,1,YES,500-999 sqft,Yes,S,33.0,2,366.0,582000.0,43.654406178711966,-79.41659976742105,4
333824,W11,1.0,1,YES,500-999 sqft,Yes,E,5.0,36,1053.0,950000.0,43.67048817236252,-79.3745150323348,8
225093,W11,1.0,1,YES,500-999 sqft,N,S,12.0,0,479.0,652000.0,43.65620637630321,-79.36497775709672,16
994750,W10,2.0,2,YES,500-999 sqft,N,We,10.0,7,678.0,882000.0,43.67304205418817,-79.38108924420335,8
887996,W11,1.0,1,No,1000-1499 sqft,Yes,No,4.0,10,781.0,971000.0,43.65067376850232,-79.36995309602534,6
649849,W10,1.0,1,YES,500-999 sqft,N,E,19.0,3,497.0,662000.0,43.68645735174995,-79.37012049434595,15
491088,W10,1.0,1,No,,Yes,No,1.0,14,330.0,495000.0,43.67021437945205,-79.40419856383397,12
423267,W11,1.0,1,YES,500-999 sqft,Yes,S,5.0,24,754.0,978000.0,43.670156549804055,-79.37407718354984,8
532514,W10,2.0,3,No,1000-1499 sqft,Yes,No,1.0,12,1049.0,1298000.0,43.66662491531402,-79.41706697660045,21
129025,W11,3.0,2,No,,N,No,1.0,27,1040.0,1286000.0,43.66861250992624,-79.36763161933985,2
724004,W13,1.0,1,YES,0-499 sqft,N,No,3.0,1,485.0,406000.0,43.64665656475296,-79.3576901848892,11
410413,W10,1.0,1,YES,0-499 sqft,Yes,S,2.0,2,437.0,555000.0,43.69227194687296,-79.36787958768562,15
181312,W10,1.0,1,YES,500-999 sqft,Yes,E,2.0,5,660.0,850000.0,43.68815872664035,-79.37464675535603,5
847596,W11,1.0,1,No,500-999 sqft,Yes,S,20.0,5,995.0,892000.0,43.669875377611255,-79.37105624468822,2
448688,W10,1.0,1,No,0-499 sqft,N,We,3.0,7,314.0,490000.0,43.665433470820446,-79.39228900644943,24
121125,W11,,2,No,500-999 sqft,Yes,S,1.0,1,552.0,702000.0,43.65338418957292,-79.37711098534112,19
431576,W10,1.0,1,No,500-999 sqft,N,No,29.0,1,1020.0,990000.0,43.6689229224033,-79.41460973026285,12
629939,W13,1.0,1,YES,0-499 sqft,Yes,We,2.0,1,393.0,565000.0,43.63830086721129,-79.41622954855877,7
558802,W13,2.0,2,No,500-999 sqft,Yes,No,7.0,44,599.0,852000.0,43.644499228373256,-79.37399750074786,18
501372,W13,1.0,1,No,500-999 sqft,N,S,8.0,3,447.0,577000.0,43.64554092747068,-79.40425366311308,23
233032,W10,1.0,1,No,0-499 sqft,Yes,S,5.0,3,324.0,484000.0,43.670324158542016,-79.40494065715492,12
439990,W13,2.0,2,YES,3000-3499 sqft,Yes,S,24.0,5,1924.0,2472000.0,43.64866680937187,-79.3614162384082,11
625413,W13,2.0,2,No,500-999 sqft,N,S,27.0,21,401.0,592000.0,43.64025608495295,-79.41400904333288,7
601110,W11,1.0,1,YES,500-999 sqft,Yes,No,23.0,9,620.0,874000.0,43.65724148201632,-79.35703154968309,16
366130,W13,1.0,1,YES,500-999 sqft,Yes,S,11.0,13,453.0,744000.0,43.646916029083705,-79.38472080895444,10
401294,W11,2.0,3,No,1000-1499 sqft,Yes,No,42.0,15,1062.0,1199000.0,43.668775614353976,-79.38397602627144,8
500000,W10,0.0,1,No,500-999 sqft,Yes,We,1.0,2,460.0,532000.0,43.685345139736064,-79.3851323186594,14
121887,W10,1.0,1,No,500-999 sqft,Yes,E,9.0,21,662.0,992000.0,43.65752889580571,-79.39610592339044,9
728401,W10,1.0,1,No,500-999 sqft,Yes,S,3.0,40,411.0,436000.0,43.66914858068528,-79.39753070645773,1
178497,W11,2.0,2,No,500-999 sqft,N,E,2.0,5,471.0,706000.0,43.6518593317056,-79.35786113156648,11
481551,W11,1.0,1,YES,500-999 sqft,Yes,S,30.0,1,502.0,622000.0,43.66415606295084,-79.37285913674614,19
135773,W10,1.0,1,No,500-999 sqft,N,S,27.0,23,524.0,925000.0,43.68579366567355,-79.38517397815866,14
303949,W10,2.0,2,No,500-999 sqft,N,S,17.0,3,786.0,1035000.0,43.67868691035747,-79.37946688004685,8
471851,W13,1.0,1,No,0-499 sqft,N,We,12.0,15,210.0,340000.0,43.64784054055004,-79.41128086170472,17
532190,W10,2.0,2,No,500-999 sqft,Yes,No,0.0,2,576.0,549000.0,43.67934263919869,-79.38296536593283,14
386559,W10,2.0,2,No,1000-1499 sqft,Yes,E,36.0,13,1002.0,910000.0,43.67357879223969,-79.38946580445459,1
110611,W10,2.0,2,No,1000-1499 sqft,Yes,E,2.0,2,1276.0,1431000.0,43.682917102764335,-79.37900337432238,5
663418,W11,3.0,2,No,5500-3999 sqft,Yes,S,12.0,6,3610.0,4349000.0,43.6652883037528,-79.36974990608621,2
485882,W10,1.0,1,YES,500-999 sqft,N,S,27.0,4,445.0,675000.0,43.69029438840128,-79.38866887755528,14
692130,W10,2.0,2,No,2000-2499 sqft,N,E,12.0,19,1607.0,2093000.0,43.65453477500036,-79.41080523873379,22
749589,W10,1.0,1,No,0-499 sqft,Yes,E,8.0,1,403.0,443000.0,43.6882521290522,-79.36570776579126,15
949213,W11,1.0,1,No,500-999 sqft,Yes,No,,3,542.0,805000.0,43.66238382961988,-79.37020983566698,19
123946,W11,3.0,3,No,500-999 sqft,N,No,14.0,32,659.0,772000.0,43.667030075324526,-79.3873790978827,24
105040,W10,2.0,2,No,,N,E,41.0,29,917.0,820000.0,43.68437417688973,-79.37163874512466,15
587596,W10,1.0,1,YES,500-999 sqft,Yes,S,10.0,5,518.0,563000.0,43.67438316583092,-79.39411960235883,1
555875,W13,2.0,2,No,500-999 sqft,N,We,31.0,6,966.0,806000.0,43.6509172479925,-79.34831649970063,11
480907,W11,2.0,2,No,1000-1499 sqft,Yes,S,25.0,29,1520.0,1290000.0,43.66936240977774,-79.35851025396455,2
205056,W10,2.0,2,No,1000-1499 sqft,N,S,8.0,1,598.0,988000.0,43.67643266856124,-79.37049410578732,20
329730,W11,1.0,1,No,0-499 sqft,N,No,1.0,12,544.0,666000.0,43.66328516615012,-79.37145871244671,19
382511,W13,1.0,1,YES,500-999 sqft,Yes,S,6.0,11,825.0,,43.64323600876055,-79.37045303917589,6
646391,W10,1.0,1,YES,0-499 sqft,Yes,We,1.0,3,492.0,619000.0,43.65518218281419,-79.3869671804124,10
910340,W13,1.0,1,No,1000-1499 sqft,Yes,We,9.0,14,575.0,875000.0,43.64140936306876,-79.38886466593713,3
782831,W11,2.0,2,No,1000-1499 sqft,Yes,S,26.0,28,1761.0,1525000.0,43.6568365709464,-79.36566060251329,16
102241,W13,1.0,1,No,500-999 sqft,Yes,No,36.0,20,838.0,854000.0,43.64575037352892,-79.36587649598756,6
751787,W11,1.0,1,No,0-499 sqft,Yes,S,19.0,3,331.0,502000.0,43.66743325236827,-79.36462693743736,2
979736,W13,3.0,2,No,1000-1499 sqft,N,S,25.0,7,1286.0,1532000.0,43.64187232403438,-79.39430681998628,3
850089,W10,1.0,1,No,0-499 sqft,Yes,S,,1,491.0,499000.0,43.67170030347828,-79.36115524936471,2
162131,W11,1.0,1,YES,500-999 sqft,N,S,6.0,7,463.0,774000.0,43.65032245079778,-79.37120454365227,6
343486,W13,2.0,2,No,500-999 sqft,Yes,We,6.0,15,859.0,1055000.0,43.64804270178287,-79.36213111175094,6
952720,W13,1.0,1,No,0-499 sqft,N,No,5.0,0,278.0,359000.0,43.65003662843242,-79.40159380819077,9
494302,W13,1.0,1,No,0-499 sqft,N,S,16.0,15,289.0,328000.0,43.64982237103993,-79.35066156177925,11
281595,W13,2.0,1,YES,500-999 sqft,Yes,No,2.0,16,652.0,785000.0,43.64662588962825,-79.40079282334744,23
386717,W10,1.0,1,No,500-999 sqft,Yes,S,4.0,16,343.0,487000.0,43.675552308961294,-79.365826551702,20
230993,W11,1.0,1,No,500-999 sqft,N,E,0.0,14,1251.0,965000.0,43.6597514193347,-79.37424692503863,19
130636,W13,2.0,2,YES,1000-1499 sqft,N,We,9.0,5,833.0,1003000.0,43.64893466078119,-79.41869870721416,17
909945,W13,2.0,2,No,1500-1999 sqft,Yes,No,30.0,3,1602.0,1443000.0,43.63178732636137,-79.41643925748417,7
631805,W13,2.0,2,No,1000-1499 sqft,Yes,No,8.0,3,902.0,1117000.0,43.64493551349768,-79.3799286528441,18
284688,W11,1.0,1,No,500-999 sqft,Yes,E,5.0,14,469.0,640000.0,43.66543439247753,-79.36081204809322,2
478956,W10,2.0,1,No,500-999 sqft,Yes,We,1.0,9,662.0,922000.0,43.666622587748336,-79.39625360151291,24
750969,W10,1.0,1,No,500-999 sqft,N,We,3.0,7,386.0,602000.0,43.69150775581276,-79.36843671360343,15
301680,W10,2.0,2,YES,1000-1499 sqft,N,S,13.0,3,1163.0,1410000.0,43.685909321491984,-79.37003753174434,15
578919,W10,1.0,1,YES,500-999 sqft,N,S,30.0,11,525.0,531000.0,43.6585440392678,-79.3901874715238,24
222345,W13,2.0,2,No,1000-1499 sqft,N,E,16.0,1,886.0,1457000.0,43.64405415131053,-79.41990849947027,17
434709,W10,1.0,1,YES,500-999 sqft,Yes,S,25.0,2,610.0,716000.0,43.67796133779309,-79.38215663171047,8
981091,W10,2.0,2,No,1000-1499 sqft,Yes,S,0.0,26,1435.0,1507000.0,43.67439549528189,-79.36985132561612,20
476672,W13,2.0,2,No,0-499 sqft,Yes,S,3.0,6,305.0,470000.0,43.6433543382696,-79.40129575985334,23
899990,W11,2.0,2,YES,2000-2499 sqft,Yes,We,2.0,0,768.0,1481000.0,43.65512556356188,-79.35937837082624,16
590636,W10,1.0,1,YES,500-999 sqft,Yes,S,13.0,8,674.0,856000.0,43.657644830154325,-79.41525535985708,4
997513,W10,1.0,1,YES,500-999 sqft,Yes,S,9.0,12,556.0,738000.0,43.668409718983625,-79.39604818696033,1
981637,W10,2.0,2,No,500-999 sqft,N,S,10.0,4,668.0,883000.0,43.65210612182342,-79.41567540402747,17
927137,W13,1.0,1,No,500-999 sqft,N,No,4.0,3,377.0,656000.0,43.64106317073085,-79.39139217021182,3
367405,W11,1.0,1,YES,500-999 sqft,N,E,6.0,31,499.0,654000.0,43.66111115694984,-79.38040881871486,19
437405,W13,2.0,2,No,2000-2499 sqft,N,No,6.0,29,1841.0,2256000.0,43.63893677083114,-79.39510932872719,3
105003,W10,1.0,2,No,0-499 sqft,Yes,S,28.0,5,500.0,619000.0,43.68709743398835,-79.37888733376793,5
590339,W13,2.0,3,No,0-499 sqft,Yes,S,13.0,2,435.0,568000.0,43.63311244639922,-79.42039879761728,0
436357,W10,0.0,1,No,0-499 sqft,Yes,S,2.0,7,536.0,546000.0,43.682292627650895,-79.3678757358699,20
637424,W10,1.0,1,YES,500-999 sqft,Yes,S,9.0,9,495.0,727000.0,43.663428834236576,-79.39534809897313,24
367869,W13,1.0,1,No,0-499 sqft,Yes,We,10.0,2,395.0,611000.0,43.63853076517472,-79.4253706926484,0
846857,W13,1.0,1,YES,0-499 sqft,N,E,39.0,0,283.0,386000.0,43.64453259043687,-79.41151073442389,17
385909,W10,1.0,1,No,500-999 sqft,Yes,S,0.0,26,917.0,632000.0,43.67499176152854,-79.38692281499965,8
857067,W11,1.0,1,YES,0-499 sqft,Yes,We,9.0,9,446.0,576000.0,43.65841480353197,-79.35536122569027,16
376481,W10,2.0,2,YES,1500-1999 sqft,Yes,No,5.0,5,2697.0,1839000.0,43.66692438936393,-79.40228637290649,12
117716,W10,1.0,1,No,500-999 sqft,Yes,S,68.0,10,630.0,678000.0,43.68093749979008,-79.37783779925412,5
413467,W10,1.0,1,No,500-999 sqft,N,E,1.0,35,510.0,668000.0,43.65836211063336,-79.38558002939372,10
243433,W13,0.0,1,No,0-499 sqft,Yes,We,42.0,17,430.0,380000.0,43.64137503000332,-79.37620552334634,18
114324,W10,2.0,2,YES,500-999 sqft,N,No,44.0,9,731.0,801000.0,43.66338135880305,-79.39567236790568,24
880265,W10,2.0,2,No,1000-1499 sqft,N,No,13.0,13,913.0,1115000.0,43.68041469456927,-79.38247713017913,14
632844,W10,1.0,1,YES,1000-1499 sqft,Yes,We,5.0,7,859.0,976000.0,43.662214329261325,-79.41704184357629,4
180160,W13,1.0,1,YES,500-999 sqft,N,S,26.0,9,435.0,610000.0,43.64897622393725,-79.39453046320048,9
293485,W13,1.0,1,No,0-499 sqft,N,S,15.0,1,398.0,329000.0,43.64507664381015,-79.36604492756445,6
889364,W10,2.0,3,No,500-999 sqft,Yes,E,10.0,3,606.0,760000.0,43.67103064297414,-79.41732040730588,21
397769,W10,2.0,2,No,1500-1999 sqft,N,We,5.0,25,1021.0,1381000.0,43.65985829392025,-79.40204319882596,22
510474,W10,1.0,1,No,500-999 sqft,Yes,S,2.0,4,493.0,730000.0,43.6718121613957,-79.4228779236723,21
292721,W10,1.0,1,YES,500-999 sqft,N,No,17.0,1,600.0,787000.0,43.66161543785852,-79.3877593779055,24
991537,W13,1.0,1,YES,0-499 sqft,Yes,S,5.0,5,293.0,391000.0,43.65432518586497,-79.3839342092554,10
451073,W13,2.0,3,No,3000-3499 sqft,Yes,We,52.0,1,1885.0,2313000.0,43.63046069961071,-79.42522866576199,0
200517,W10,1.0,1,No,0-499 sqft,Yes,No,5.0,21,425.0,523000.0,43.67146481476714,-79.38917134463728,1
264169,W10,1.0,1,YES,500-999 sqft,Yes,No,11.0,2,357.0,485000.0,43.65452021859013,-79.401402953525,9
402086,W10,1.0,1,No,500-999 sqft,Yes,E,15.0,5,350.0,516000.0,43.68650023241327,-79.38525644372562,14
200749,W10,1.0,1,YES,500-999 sqft,Yes,S,6.0,5,458.0,709000.0,43.67886264294088,-79.3834645768327,14
452556,W10,2.0,2,No,1000-1499 sqft,Yes,No,18.0,14,873.0,1197000.0,43.68881857477929,-79.37434323475638,5
466590,W10,1.0,1,No,0-499 sqft,N,E,20.0,4,455.0,468000.0,43.66029785562242,-79.38697617420198,24
525562,W10,1.0,1,YES,500-999 sqft,Yes,No,16.0,15,472.0,609000.0,43.669763910182056,-79.40182878652493,12
991048,W13,2.0,2,No,500-999 sqft,N,S,17.0,3,654.0,833000.0,43.63017114497472,-79.41943953725405,0
372412,W13,1.0,1,No,0-499 sqft,Yes,We,3.0,26,415.0,475000.0,43.64960401719033,-79.39154503840398,10
690848,W13,2.0,2,No,1500-1999 sqft,Yes,E,6.0,0,1460.0,1754000.0,43.6346822525599,-79.39728201872629,13
623766,W13,2.0,2,No,1000-1499 sqft,Yes,We,4.0,1,1345.0,1512000.0,43.64248691068858,-79.36961113966244,6
643416,W11,2.0,2,YES,500-999 sqft,N,No,27.0,0,980.0,844000.0,43.67189471479784,-79.37221176015335,20
884798,W10,2.0,2,YES,500-999 sqft,Yes,S,3.0,11,654.0,829000.0,43.66206044773163,-79.4134597277409,4
463811,W13,1.0,1,No,500-999 sqft,Yes,No,25.0,3,425.0,398000.0,43.64893847564376,-79.38616307773097,10
834065,W10,0.0,1,No,0-499 sqft,Yes,No,11.0,3,,523000.0,43.67066375238001,-79.41096810539081,12
437568,W10,1.0,1,No,500-999 sqft,N,E,14.0,19,591.0,828000.0,43.66404831090383,-79.41708335473098,4
705765,W10,1.0,1,YES,500-999 sqft,N,E,12.0,15,532.0,501000.0,43.68111743318815,-79.37495317747695,20
171293,W13,1.0,1,No,0-499 sqft,Yes,S,89.0,6,333.0,385000.0,43.65011249026672,-79.38237446152262,10
605456,W13,1.0,1,No,0-499 sqft,Yes,E,18.0,1,352.0,465000.0,43.64802226176221,-79.40372140966632,23
370813,W11,1.0,1,No,500-999 sqft,Yes,No,7.0,20,497.0,637000.0,43.65409128456144,-79.36346436085665,16
